flight_id,airline,flight_number,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,weather_condition,temperature_c,wind_speed_kts,visibility_km,airport_traffic_index,prior_leg_delay_min,aircraft_age_years,maintenance_overdue_flag,actual_departure_delay_min
FL-2016,AeroGlobal,AE333,ATL,DXB,2026-01-22 09:06:00,2026-01-22 10:41:00,Snow,32.3,4.2,8.0,1.66,15,10.8,0,51
FL-2017,OceanicAir,OC302,LAX,FRA,2026-01-28 01:45:00,2026-01-28 04:20:00,Snow,13.4,26.5,6.0,8.75,31,2.9,0,100
FL-2018,NimbusAero,NI299,FRA,HND,2026-01-01 06:32:00,2026-01-01 09:25:00,High Winds,9.5,13.6,6.5,3.96,19,10.9,0,52
FL-2019,NimbusAero,NI406,DFW,FRA,2026-01-12 13:59:00,2026-01-12 17:38:00,Rain,22.5,23.6,6.4,2.0,2,16.8,1,29
FL-2020,TransFlight,TR581,HND,ORD,2026-01-09 09:17:00,2026-01-09 10:35:00,High Winds,10.7,15.1,9.3,4.99,0,14.2,0,31
FL-2021,AeroGlobal,AE298,LAX,DFW,2026-01-10 22:53:00,2026-01-11 02:15:00,Snow,4.7,35.0,5.0,7.16,9,20.4,1,83
FL-2022,JetExpress,JE260,ATL,HND,2026-01-09 01:37:00,2026-01-09 03:42:00,Snow,21.8,16.0,5.4,5.26,12,13.3,0,39
FL-2023,NimbusAero,NI375,ATL,LHR,2026-01-22 17:31:00,2026-01-22 20:51:00,Rain,-3.0,16.4,3.9,7.71,19,10.2,0,57
FL-2024,OceanicAir,OC880,CDG,JFK,2026-01-19 15:21:00,2026-01-19 16:34:00,Thunderstorm,7.0,36.6,9.8,7.9,15,0.9,0,92
FL-2025,AeroGlobal,AE777,DFW,LHR,2026-01-18 05:56:00,2026-01-18 06:53:00,Rain,10.5,18.4,5.8,7.65,8,17.6,0,52
FL-2026,JetExpress,JE209,LAX,DFW,2026-01-08 13:13:00,2026-01-08 16:44:00,Fog,13.0,33.0,5.0,9.74,16,1.5,0,62
FL-2027,NimbusAero,NI823,HND,ATL,2026-01-13 23:59:00,2026-01-14 05:54:00,Snow,8.0,6.4,6.6,3.48,23,8.4,0,59
FL-2028,SkyWings,SK583,ORD,LAX,2026-01-16 00:29:00,2026-01-16 07:29:00,Thunderstorm,29.6,39.6,6.1,6.17,8,12.6,0,75
FL-2029,JetExpress,JE686,DXB,DFW,2026-01-26 14:02:00,2026-01-26 19:18:00,High Winds,4.0,2.9,7.8,1.61,29,17.4,0,55
FL-2030,JetExpress,JE891,HND,ATL,2026-01-09 15:07:00,2026-01-09 18:36:00,Thunderstorm,0.9,17.6,2.4,9.74,37,6.1,0,86
FL-2031,SkyWings,SK243,LAX,HND,2026-01-20 16:45:00,2026-01-20 20:52:00,High Winds,13.3,4.1,5.5,9.22,13,11.5,0,54
FL-2032,OceanicAir,OC132,DXB,LHR,2026-01-25 18:31:00,2026-01-25 23:27:00,Rain,17.6,29.3,7.5,6.09,6,21.4,0,53
FL-2033,TransFlight,TR966,LAX,DXB,2026-01-29 00:19:00,2026-01-29 06:36:00,Overcast,26.1,35.0,4.6,3.49,17,10.2,0,34
FL-2034,NimbusAero,NI255,LHR,LAX,2026-01-09 12:26:00,2026-01-09 18:42:00,Snow,6.3,24.7,7.1,8.38,7,9.8,0,56
FL-2035,TransFlight,TR400,JFK,HND,2026-01-02 02:36:00,2026-01-02 03:25:00,Overcast,5.5,8.5,8.6,6.26,2,17.0,0,14
FL-2036,AeroGlobal,AE888,FRA,LHR,2026-01-27 12:04:00,2026-01-27 14:07:00,Overcast,27.1,10.9,2.2,1.24,33,13.4,0,18
FL-2037,AeroGlobal,AE653,LHR,LAX,2026-01-16 03:40:00,2026-01-16 07:06:00,Overcast,21.6,10.7,2.1,9.92,0,5.5,0,34
FL-2038,JetExpress,JE127,ORD,DXB,2026-01-06 20:28:00,2026-01-07 00:25:00,Clear,11.3,34.0,7.5,4.42,15,10.1,0,10
FL-2039,AeroGlobal,AE889,CDG,LAX,2026-01-05 11:25:00,2026-01-05 13:39:00,Snow,33.8,33.2,1.7,7.81,1,3.1,0,75
FL-2040,TransFlight,TR466,LHR,HND,2026-01-09 22:36:00,2026-01-10 01:08:00,Clear,28.4,17.5,2.9,2.01,7,10.3,0,22
FL-2041,OceanicAir,OC509,LAX,CDG,2026-01-17 15:38:00,2026-01-17 19:01:00,High Winds,-6.9,42.7,6.7,3.06,13,15.6,0,42
FL-2042,OceanicAir,OC116,DFW,CDG,2026-01-03 07:33:00,2026-01-03 09:30:00,High Winds,2.0,26.3,1.7,2.4,6,15.4,0,53
FL-2043,AeroGlobal,AE987,DFW,CDG,2026-01-29 08:32:00,2026-01-29 12:49:00,High Winds,-2.4,9.4,9.4,9.69,2,16.5,0,55
FL-2044,SkyWings,SK905,ORD,JFK,2026-01-23 21:27:00,2026-01-23 23:56:00,Rain,9.4,18.0,8.5,6.6,9,1.1,0,37
FL-2045,SkyWings,SK581,JFK,ATL,2026-01-19 19:16:00,2026-01-19 20:24:00,Snow,8.1,27.7,5.5,2.42,49,0.8,0,76
FL-2046,SkyWings,SK529,LAX,ORD,2026-01-22 21:34:00,2026-01-23 02:16:00,Thunderstorm,31.1,25.1,1.8,6.43,7,14.2,0,56
FL-2047,OceanicAir,OC363,ORD,CDG,2026-01-31 02:56:00,2026-01-31 08:17:00,Rain,35.9,30.7,1.4,5.44,0,18.4,0,25
FL-2048,TransFlight,TR232,ORD,DFW,2026-01-04 23:46:00,2026-01-05 01:19:00,Fog,9.4,40.1,1.5,3.04,21,4.5,0,33
FL-2049,JetExpress,JE827,HND,FRA,2026-01-24 18:35:00,2026-01-25 00:15:00,Rain,26.5,7.7,4.5,6.95,34,13.0,0,56
FL-2050,SkyWings,SK865,CDG,JFK,2026-01-10 06:09:00,2026-01-10 08:27:00,Clear,-3.1,3.5,8.1,2.46,1,7.4,0,8
FL-2051,OceanicAir,OC978,LHR,ATL,2026-01-29 20:43:00,2026-01-30 02:23:00,Thunderstorm,11.7,11.2,6.4,5.91,32,3.0,0,81
FL-2052,TransFlight,TR445,LHR,ORD,2026-01-12 20:50:00,2026-01-13 00:29:00,High Winds,31.9,35.2,4.8,1.87,13,18.9,0,25
FL-2053,JetExpress,JE536,JFK,FRA,2026-01-06 23:52:00,2026-01-07 01:25:00,Overcast,36.8,37.7,1.6,7.41,6,3.2,0,17
FL-2054,OceanicAir,OC546,DXB,LAX,2026-01-24 05:17:00,2026-01-24 07:35:00,Thunderstorm,29.4,40.1,5.4,2.28,11,15.1,0,53
FL-2055,NimbusAero,NI462,DXB,ORD,2026-01-26 20:49:00,2026-01-27 02:05:00,Snow,-7.7,24.9,5.6,7.24,11,21.9,1,68
FL-2056,NimbusAero,NI269,FRA,ATL,2026-01-08 04:04:00,2026-01-08 09:25:00,Snow,10.4,10.7,1.0,9.72,21,9.1,0,77
FL-2057,TransFlight,TR531,HND,DXB,2026-01-15 21:37:00,2026-01-15 23:31:00,Fog,35.0,2.0,2.9,6.0,5,7.2,0,68
FL-2058,TransFlight,TR708,LAX,JFK,2026-01-19 22:14:00,2026-01-20 00:10:00,Overcast,13.1,8.9,9.7,9.79,4,21.5,0,26
FL-2059,OceanicAir,OC500,FRA,ATL,2026-01-12 13:30:00,2026-01-12 17:14:00,Clear,0.9,42.8,1.8,4.61,50,16.1,0,37
FL-2060,AeroGlobal,AE554,ORD,LHR,2026-01-16 03:41:00,2026-01-16 04:31:00,Fog,-4.4,15.4,1.5,6.66,12,10.6,0,68
FL-2061,JetExpress,JE941,LAX,FRA,2026-01-29 00:19:00,2026-01-29 04:56:00,Overcast,-6.6,44.1,9.1,4.07,2,6.4,0,1
FL-2062,OceanicAir,OC958,DFW,LAX,2026-01-29 18:44:00,2026-01-29 23:27:00,Thunderstorm,18.1,39.7,7.1,8.15,8,16.8,1,86
FL-2063,NimbusAero,NI717,FRA,LHR,2026-01-12 05:33:00,2026-01-12 11:58:00,Thunderstorm,30.2,43.4,4.5,6.74,7,19.1,0,102
FL-2064,JetExpress,JE357,DXB,LHR,2026-01-20 08:21:00,2026-01-20 14:47:00,High Winds,2.1,17.3,0.6,7.42,76,10.9,0,106
FL-2065,AeroGlobal,AE705,CDG,DFW,2026-01-05 23:33:00,2026-01-06 06:20:00,Thunderstorm,16.9,38.0,4.1,5.67,12,20.4,0,84
FL-2066,TransFlight,TR958,LAX,ORD,2026-01-06 14:18:00,2026-01-06 17:05:00,Rain,17.8,32.5,6.2,8.34,14,15.9,1,66
FL-2067,OceanicAir,OC972,HND,FRA,2026-01-02 22:42:00,2026-01-03 02:51:00,High Winds,28.7,34.0,4.6,9.17,0,5.1,0,44
FL-2068,NimbusAero,NI436,LAX,LHR,2026-01-20 00:10:00,2026-01-20 01:09:00,Fog,11.9,40.3,3.9,7.15,9,8.1,0,47
FL-2069,JetExpress,JE556,JFK,CDG,2026-01-22 02:28:00,2026-01-22 09:10:00,Fog,2.6,36.1,2.5,7.94,49,12.3,0,82
FL-2070,OceanicAir,OC871,LHR,ORD,2026-01-23 23:57:00,2026-01-24 01:27:00,Rain,6.9,25.1,8.1,9.69,36,7.3,0,69
FL-2071,NimbusAero,NI192,CDG,LHR,2026-01-29 13:10:00,2026-01-29 18:09:00,Fog,-1.1,18.5,3.0,7.37,30,8.0,0,91
FL-2072,JetExpress,JE872,ORD,ATL,2026-01-15 22:32:00,2026-01-15 23:25:00,Clear,-0.9,15.4,5.3,6.78,2,6.9,0,21
FL-2073,AeroGlobal,AE507,FRA,LAX,2026-01-10 06:56:00,2026-01-10 08:28:00,Clear,24.2,41.3,6.8,8.67,23,3.6,0,47
FL-2074,JetExpress,JE506,ORD,HND,2026-01-05 23:11:00,2026-01-06 02:26:00,Snow,17.4,5.5,10.0,4.98,4,1.4,0,55
FL-2075,NimbusAero,NI380,JFK,DXB,2026-01-11 11:10:00,2026-01-11 17:50:00,Overcast,1.8,11.7,6.7,2.94,59,0.8,0,37
FL-2076,SkyWings,SK978,FRA,HND,2026-01-21 05:27:00,2026-01-21 09:44:00,Snow,16.5,26.4,4.4,8.63,9,13.0,0,76
FL-2077,OceanicAir,OC864,DFW,CDG,2026-01-13 05:52:00,2026-01-13 10:17:00,Rain,7.5,41.8,2.7,5.86,7,2.2,0,49
FL-2078,JetExpress,JE980,ATL,FRA,2026-01-27 14:22:00,2026-01-27 16:12:00,Clear,37.1,35.7,5.3,5.28,5,7.2,0,28
FL-2079,TransFlight,TR333,LHR,FRA,2026-01-11 10:37:00,2026-01-11 15:20:00,Rain,17.6,4.3,6.4,5.47,7,9.9,0,31
FL-2080,AeroGlobal,AE122,DXB,HND,2026-01-26 16:34:00,2026-01-26 22:51:00,Clear,33.0,22.5,7.2,1.57,10,8.1,0,39
FL-2081,JetExpress,JE683,DFW,JFK,2026-01-28 10:53:00,2026-01-28 15:49:00,Thunderstorm,23.8,42.5,9.9,2.94,30,10.2,0,72
FL-2082,NimbusAero,NI411,LHR,ATL,2026-01-27 04:26:00,2026-01-27 09:31:00,Thunderstorm,-3.1,25.2,7.0,3.83,59,0.6,0,109
FL-2083,NimbusAero,NI872,LHR,LAX,2026-01-04 11:33:00,2026-01-04 17:32:00,Clear,15.4,33.4,7.5,3.24,21,13.4,0,21
FL-2084,AeroGlobal,AE955,ORD,JFK,2026-01-30 19:19:00,2026-01-31 00:17:00,Fog,-4.3,5.8,9.5,6.17,12,20.9,0,64
FL-2085,NimbusAero,NI585,ORD,CDG,2026-01-09 13:52:00,2026-01-09 15:26:00,Rain,7.0,32.4,8.9,5.5,33,4.5,0,48
FL-2086,AeroGlobal,AE459,LAX,CDG,2026-01-21 19:24:00,2026-01-21 20:57:00,Snow,2.4,39.8,1.1,6.01,0,15.2,1,64
FL-2087,TransFlight,TR112,JFK,CDG,2026-01-18 18:15:00,2026-01-18 21:36:00,Clear,28.4,26.4,4.1,1.62,10,4.2,0,22
FL-2088,OceanicAir,OC286,DXB,ATL,2026-01-16 23:06:00,2026-01-17 00:40:00,High Winds,22.8,8.7,4.1,2.59,14,10.0,0,73
FL-2089,AeroGlobal,AE619,ORD,DXB,2026-01-02 15:08:00,2026-01-02 21:11:00,Clear,34.9,40.2,8.0,2.08,19,20.6,0,16
FL-2090,NimbusAero,NI284,FRA,DXB,2026-01-08 20:49:00,2026-01-08 22:25:00,Thunderstorm,-0.7,8.7,6.3,4.04,17,10.3,0,70
FL-2091,OceanicAir,OC902,HND,LAX,2026-01-26 11:37:00,2026-01-26 12:55:00,Rain,1.8,8.1,9.6,5.42,6,17.6,1,44
FL-2092,OceanicAir,OC930,FRA,LAX,2026-01-24 21:48:00,2026-01-24 23:19:00,Fog,21.4,41.2,5.8,7.32,24,11.7,0,60
FL-2093,NimbusAero,NI305,DFW,CDG,2026-01-07 09:58:00,2026-01-07 14:32:00,High Winds,-0.5,42.6,4.6,4.92,47,2.3,0,60
FL-2094,SkyWings,SK429,DXB,HND,2026-01-28 23:54:00,2026-01-29 03:58:00,Rain,13.9,35.8,3.2,7.16,0,1.7,0,34
FL-2095,AeroGlobal,AE191,DFW,FRA,2026-01-09 03:21:00,2026-01-09 09:34:00,Rain,25.5,25.0,0.9,3.73,0,4.5,0,37
FL-2096,SkyWings,SK943,CDG,FRA,2026-01-25 02:19:00,2026-01-25 04:35:00,Snow,7.8,32.1,9.2,1.89,20,20.9,0,63
FL-2097,SkyWings,SK831,ATL,DXB,2026-01-10 15:48:00,2026-01-10 21:25:00,Fog,19.4,3.9,4.1,9.1,2,3.0,0,62
FL-2098,AeroGlobal,AE775,LHR,ORD,2026-01-18 23:53:00,2026-01-19 02:34:00,Rain,34.0,19.3,2.0,6.39,21,13.9,0,52
FL-2099,OceanicAir,OC796,FRA,DFW,2026-01-10 13:46:00,2026-01-10 20:05:00,Fog,33.9,19.6,0.6,8.41,21,8.6,0,84
FL-2100,AeroGlobal,AE936,HND,DFW,2026-01-28 13:30:00,2026-01-28 14:20:00,Fog,23.2,3.8,7.8,2.16,28,15.3,1,56
FL-2101,AeroGlobal,AE910,HND,LAX,2026-01-09 14:16:00,2026-01-09 19:35:00,Rain,-2.0,33.8,9.6,7.44,10,15.4,0,45
FL-2102,TransFlight,TR367,LAX,ORD,2026-01-19 05:20:00,2026-01-19 07:48:00,Clear,16.6,23.4,1.7,9.96,1,10.6,0,19
FL-2103,AeroGlobal,AE138,CDG,ORD,2026-01-05 01:19:00,2026-01-05 07:59:00,High Winds,-6.8,20.7,4.0,7.65,1,10.0,0,46
FL-2104,NimbusAero,NI615,ATL,DFW,2026-01-15 17:15:00,2026-01-15 18:22:00,Snow,-9.3,8.6,8.7,3.26,6,4.3,0,50
FL-2105,NimbusAero,NI157,CDG,HND,2026-01-08 05:13:00,2026-01-08 08:27:00,Snow,-6.9,9.9,2.3,6.92,44,9.9,0,92
FL-2106,SkyWings,SK963,ATL,FRA,2026-01-14 08:21:00,2026-01-14 13:51:00,Overcast,-3.1,43.5,1.0,7.16,1,9.3,0,29
FL-2107,TransFlight,TR837,ORD,CDG,2026-01-18 02:32:00,2026-01-18 03:36:00,Overcast,33.3,31.4,0.6,1.03,5,1.8,0,15
FL-2108,TransFlight,TR222,ATL,JFK,2026-01-26 21:38:00,2026-01-27 03:02:00,Clear,-9.0,37.4,5.0,6.14,1,8.8,0,37
FL-2109,OceanicAir,OC560,ATL,DXB,2026-01-29 03:07:00,2026-01-29 06:00:00,Rain,37.0,29.4,5.1,9.09,18,10.3,0,57
FL-2110,AeroGlobal,AE247,DFW,ORD,2026-01-18 22:17:00,2026-01-19 01:13:00,Overcast,7.7,2.9,8.2,2.3,0,10.4,0,10
FL-2111,TransFlight,TR972,ATL,HND,2026-01-06 22:33:00,2026-01-07 04:38:00,Rain,-0.0,19.4,8.9,5.15,5,10.2,0,29
FL-2112,OceanicAir,OC472,LHR,CDG,2026-01-19 09:41:00,2026-01-19 11:34:00,Fog,15.4,12.6,7.3,6.12,3,20.9,0,61
FL-2113,JetExpress,JE574,DXB,CDG,2026-01-18 07:23:00,2026-01-18 13:37:00,Rain,0.2,8.1,1.5,6.87,39,7.0,0,56
FL-2114,TransFlight,TR522,JFK,DFW,2026-01-11 03:12:00,2026-01-11 06:49:00,Snow,32.7,30.4,9.4,4.89,7,20.8,1,67
FL-2115,TransFlight,TR783,ORD,LHR,2026-01-26 21:20:00,2026-01-26 23:24:00,Fog,9.3,35.6,2.4,4.7,9,10.6,0,59
FL-2116,AeroGlobal,AE880,HND,LHR,2026-01-29 00:40:00,2026-01-29 06:38:00,Snow,25.3,39.7,6.9,8.08,3,2.3,0,56
FL-2117,SkyWings,SK439,LAX,CDG,2026-01-17 11:36:00,2026-01-17 14:04:00,Fog,-2.8,11.2,8.5,4.27,13,20.0,0,53
FL-2118,OceanicAir,OC446,ORD,LHR,2026-01-15 01:13:00,2026-01-15 02:49:00,High Winds,17.0,40.7,1.9,4.74,6,11.9,0,44
FL-2119,AeroGlobal,AE675,DXB,HND,2026-01-14 01:10:00,2026-01-14 07:48:00,High Winds,33.4,44.0,6.8,2.32,32,10.1,0,65
FL-2120,AeroGlobal,AE490,HND,CDG,2026-01-22 22:52:00,2026-01-23 01:04:00,High Winds,-9.0,31.6,8.3,9.38,10,13.1,0,85
FL-2121,SkyWings,SK603,FRA,LHR,2026-01-16 17:07:00,2026-01-16 18:35:00,Rain,-6.7,7.8,3.4,4.54,14,3.7,0,27
FL-2122,NimbusAero,NI301,LHR,DFW,2026-01-05 00:44:00,2026-01-05 04:30:00,Snow,37.2,23.3,6.4,6.31,1,21.8,0,41
FL-2123,TransFlight,TR386,DXB,JFK,2026-01-23 12:47:00,2026-01-23 16:15:00,Overcast,-7.5,12.3,3.4,5.04,18,9.8,0,38
FL-2124,NimbusAero,NI877,HND,LAX,2026-01-16 09:38:00,2026-01-16 15:05:00,Clear,-3.7,44.1,6.4,7.61,25,0.9,0,44
FL-2125,OceanicAir,OC489,CDG,JFK,2026-01-13 13:13:00,2026-01-13 19:54:00,Thunderstorm,6.1,36.5,8.6,8.06,11,9.3,0,89
FL-2126,JetExpress,JE836,DFW,FRA,2026-01-10 00:42:00,2026-01-10 05:37:00,Rain,2.8,41.3,9.2,1.76,2,14.8,0,11
FL-2127,TransFlight,TR216,JFK,ATL,2026-01-06 02:55:00,2026-01-06 05:44:00,Clear,-1.5,4.8,5.9,3.13,10,2.4,0,26
FL-2128,NimbusAero,NI113,LHR,LAX,2026-01-08 08:39:00,2026-01-08 14:22:00,Fog,36.4,43.7,6.5,3.98,5,14.8,0,47
FL-2129,SkyWings,SK821,ORD,DFW,2026-01-04 22:38:00,2026-01-05 00:58:00,Clear,24.5,5.9,4.6,7.17,0,5.0,0,16
FL-2130,OceanicAir,OC428,DXB,ATL,2026-01-22 21:58:00,2026-01-23 00:24:00,Fog,37.4,28.0,2.3,3.59,20,15.0,0,49
FL-2131,SkyWings,SK553,ORD,FRA,2026-01-01 12:53:00,2026-01-01 14:18:00,Overcast,36.8,13.3,8.8,6.18,4,4.6,0,27
FL-2132,SkyWings,SK292,ORD,CDG,2026-01-11 14:43:00,2026-01-11 16:51:00,Thunderstorm,20.5,27.5,6.2,5.56,18,6.6,0,65
FL-2133,JetExpress,JE853,ATL,FRA,2026-01-01 13:37:00,2026-01-01 19:57:00,Fog,2.1,34.4,1.1,1.57,1,7.9,0,46
FL-2134,TransFlight,TR873,CDG,LAX,2026-01-21 13:04:00,2026-01-21 13:55:00,Fog,22.4,15.7,7.8,9.23,6,15.5,0,75
FL-2135,TransFlight,TR368,LHR,DXB,2026-01-17 13:09:00,2026-01-17 17:59:00,Rain,14.0,34.8,3.5,9.99,5,4.6,0,46
FL-2136,SkyWings,SK807,LHR,HND,2026-01-22 09:50:00,2026-01-22 14:31:00,Rain,34.3,38.4,9.7,5.17,23,19.8,0,40
FL-2137,OceanicAir,OC529,JFK,ATL,2026-01-15 15:56:00,2026-01-15 19:56:00,High Winds,20.3,19.2,0.6,8.12,36,14.7,0,84
FL-2138,TransFlight,TR288,ATL,LAX,2026-01-01 23:54:00,2026-01-02 03:59:00,Thunderstorm,-2.8,16.5,0.7,4.53,7,7.0,0,77
FL-2139,TransFlight,TR384,ATL,DFW,2026-01-23 09:25:00,2026-01-23 15:20:00,Fog,14.0,20.7,8.6,5.39,7,14.8,0,66
FL-2140,SkyWings,SK168,LHR,DXB,2026-01-28 21:53:00,2026-01-29 01:06:00,Overcast,1.3,42.6,8.1,4.75,15,0.8,0,34
FL-2141,AeroGlobal,AE446,DFW,HND,2026-01-29 02:03:00,2026-01-29 03:50:00,Snow,-3.8,14.1,7.4,8.26,16,19.1,0,75
FL-2142,SkyWings,SK118,HND,LHR,2026-01-20 05:28:00,2026-01-20 08:19:00,Overcast,35.3,31.6,9.1,9.12,50,14.1,0,55
FL-2143,OceanicAir,OC905,DFW,FRA,2026-01-16 18:11:00,2026-01-16 23:51:00,High Winds,5.9,10.4,1.7,3.9,1,14.1,0,63
FL-2144,AeroGlobal,AE825,FRA,ATL,2026-01-12 14:04:00,2026-01-12 18:59:00,Snow,12.5,2.8,5.4,1.86,22,16.6,0,42
FL-2145,OceanicAir,OC573,FRA,DFW,2026-01-04 07:06:00,2026-01-04 11:41:00,Thunderstorm,27.3,36.0,3.1,2.29,6,18.7,1,71
FL-2146,NimbusAero,NI103,LHR,CDG,2026-01-29 11:55:00,2026-01-29 16:47:00,Snow,-3.0,13.7,3.5,9.87,47,13.5,0,70
FL-2147,NimbusAero,NI292,FRA,LAX,2026-01-14 16:53:00,2026-01-14 23:53:00,Clear,25.3,10.4,8.1,3.54,9,17.5,0,18
FL-2148,SkyWings,SK405,DFW,ATL,2026-01-07 19:21:00,2026-01-07 22:37:00,Clear,-8.6,29.7,4.5,4.32,3,17.2,0,3
FL-2149,OceanicAir,OC668,ORD,DXB,2026-01-15 13:04:00,2026-01-15 14:44:00,Rain,11.9,10.5,6.3,3.56,0,13.1,0,9
FL-2150,SkyWings,SK226,JFK,CDG,2026-01-26 09:33:00,2026-01-26 14:22:00,Rain,-3.2,37.8,4.1,1.23,21,9.8,0,40
FL-2151,AeroGlobal,AE434,FRA,JFK,2026-01-30 13:00:00,2026-01-30 16:09:00,Rain,17.1,26.4,8.9,1.5,28,15.9,1,48
FL-2152,SkyWings,SK243,ORD,LAX,2026-01-25 01:00:00,2026-01-25 03:08:00,Fog,1.3,34.5,9.7,4.04,3,9.4,0,41
FL-2153,OceanicAir,OC510,DXB,JFK,2026-01-25 03:05:00,2026-01-25 07:23:00,Fog,27.9,31.9,5.7,1.81,31,5.0,0,66
FL-2154,JetExpress,JE332,ATL,JFK,2026-01-30 14:14:00,2026-01-30 20:48:00,Snow,-8.8,29.6,7.1,5.31,3,1.4,0,71
FL-2155,AeroGlobal,AE991,ORD,FRA,2026-01-15 18:56:00,2026-01-15 22:26:00,Thunderstorm,26.3,30.8,0.7,7.89,5,11.1,0,96
FL-2156,NimbusAero,NI524,DXB,LAX,2026-01-03 01:49:00,2026-01-03 04:16:00,Snow,-8.3,11.9,5.2,4.14,2,2.2,0,71
FL-2157,TransFlight,TR948,ORD,HND,2026-01-10 22:24:00,2026-01-11 00:26:00,Snow,-9.6,29.0,6.4,3.39,5,8.5,0,56
FL-2158,AeroGlobal,AE872,FRA,DFW,2026-01-16 11:20:00,2026-01-16 13:45:00,Rain,33.1,18.9,6.7,5.06,15,10.1,0,58
FL-2159,NimbusAero,NI624,CDG,ATL,2026-01-09 15:53:00,2026-01-09 17:35:00,Clear,8.6,6.6,9.4,2.85,3,16.8,0,4
FL-2160,NimbusAero,NI790,ATL,LHR,2026-01-17 16:14:00,2026-01-17 20:56:00,Clear,21.1,11.9,9.0,8.59,33,5.2,0,41
FL-2161,SkyWings,SK321,ORD,CDG,2026-01-10 15:23:00,2026-01-10 20:23:00,Fog,8.7,16.1,9.9,6.42,0,4.1,0,33
FL-2162,TransFlight,TR711,DFW,ATL,2026-01-04 18:50:00,2026-01-05 00:50:00,Clear,32.5,38.7,6.4,8.71,1,20.9,0,14
FL-2163,OceanicAir,OC846,FRA,ORD,2026-01-05 16:12:00,2026-01-05 17:24:00,Rain,0.3,10.2,4.5,8.89,27,2.1,0,60
FL-2164,SkyWings,SK404,JFK,ORD,2026-01-14 23:55:00,2026-01-15 01:52:00,Rain,11.9,42.1,9.8,9.23,0,3.1,0,30
FL-2165,NimbusAero,NI911,JFK,DXB,2026-01-09 04:41:00,2026-01-09 05:33:00,Clear,-5.9,12.1,8.8,6.22,0,12.5,0,10
FL-2166,NimbusAero,NI676,HND,LAX,2026-01-08 05:26:00,2026-01-08 08:01:00,Clear,9.1,18.2,0.9,4.89,1,10.5,0,16
FL-2167,SkyWings,SK690,JFK,ORD,2026-01-14 00:44:00,2026-01-14 07:32:00,Rain,24.5,10.7,3.0,7.04,7,21.2,1,36
FL-2168,SkyWings,SK765,JFK,HND,2026-01-26 16:30:00,2026-01-26 23:14:00,Thunderstorm,28.0,32.8,7.6,3.58,11,2.4,0,60
FL-2169,OceanicAir,OC657,ORD,CDG,2026-01-31 05:22:00,2026-01-31 09:17:00,Fog,16.4,8.3,7.5,4.12,9,4.2,0,43
FL-2170,OceanicAir,OC455,DFW,ORD,2026-01-23 18:08:00,2026-01-24 00:38:00,Snow,9.6,43.3,1.3,3.28,49,3.5,0,105
FL-2171,NimbusAero,NI577,HND,FRA,2026-01-08 17:26:00,2026-01-08 18:32:00,Rain,14.3,39.0,6.4,6.39,5,12.1,0,42
FL-2172,AeroGlobal,AE971,FRA,ORD,2026-01-10 14:48:00,2026-01-10 21:27:00,Thunderstorm,-6.1,20.0,1.6,5.51,22,1.4,0,68
FL-2173,SkyWings,SK360,DXB,ORD,2026-01-11 13:42:00,2026-01-11 20:17:00,Fog,27.8,23.0,3.6,8.53,55,8.5,0,110
FL-2174,TransFlight,TR772,CDG,ATL,2026-01-27 12:15:00,2026-01-27 15:59:00,Fog,9.6,34.3,1.5,6.76,2,10.3,0,52
FL-2175,AeroGlobal,AE833,JFK,FRA,2026-01-06 03:44:00,2026-01-06 08:42:00,Overcast,34.0,31.9,3.4,7.8,4,7.0,0,34
FL-2176,NimbusAero,NI198,ATL,JFK,2026-01-01 23:42:00,2026-01-02 00:42:00,Rain,-4.2,10.0,7.9,1.64,0,5.9,0,31
FL-2177,OceanicAir,OC466,CDG,JFK,2026-01-28 10:41:00,2026-01-28 13:59:00,Rain,8.6,11.0,4.6,6.31,10,10.8,0,33
FL-2178,SkyWings,SK795,HND,JFK,2026-01-24 00:07:00,2026-01-24 03:35:00,Rain,-8.5,32.1,8.7,4.45,6,12.1,0,38
FL-2179,NimbusAero,NI701,FRA,LHR,2026-01-23 13:32:00,2026-01-23 14:30:00,Thunderstorm,-8.1,23.0,9.1,5.27,54,12.2,0,71
FL-2180,NimbusAero,NI950,LAX,DXB,2026-01-18 12:53:00,2026-01-18 16:30:00,Overcast,19.0,22.2,3.6,5.97,28,15.6,0,48
FL-2181,SkyWings,SK110,ORD,JFK,2026-01-24 07:00:00,2026-01-24 11:32:00,Clear,14.1,21.9,7.1,4.49,9,20.4,0,28
FL-2182,TransFlight,TR220,DXB,HND,2026-01-09 03:57:00,2026-01-09 08:33:00,Rain,31.0,3.7,6.2,4.84,7,15.3,0,26
FL-2183,OceanicAir,OC597,ATL,JFK,2026-01-18 21:02:00,2026-01-19 03:21:00,Overcast,27.1,3.9,2.2,4.06,3,15.2,0,17
FL-2184,OceanicAir,OC927,LAX,ORD,2026-01-08 17:36:00,2026-01-08 19:32:00,Overcast,25.5,42.7,5.8,4.94,4,8.4,0,40
FL-2185,SkyWings,SK825,DXB,LHR,2026-01-30 03:24:00,2026-01-30 08:47:00,Clear,10.1,3.4,4.6,7.32,9,1.9,0,30
