flight_id,airline,flight_number,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,weather_condition,temperature_c,wind_speed_kts,visibility_km,airport_traffic_index,prior_leg_delay_min,aircraft_age_years,maintenance_overdue_flag,actual_departure_delay_min,airline_code,weather_code,temp_norm,wind_norm,traffic_norm,delay_risk_class
FL-1716,JetExpress,JE718,CDG,LHR,2026-01-18 02:59:00,2026-01-18 09:33:00,Rain,38.0,37.1,9.4,6.99,7,8.6,0,59,4,6,1.0,0.8162790697674419,0.6662958843159066,2
FL-1717,JetExpress,JE994,LHR,LAX,2026-01-01 09:22:00,2026-01-01 14:00:00,High Winds,23.5,33.2,8.9,2.25,10,13.4,0,39,4,2,0.6979166666666666,0.7255813953488373,0.13904338153503892,1
FL-1718,JetExpress,JE816,ATL,CDG,2026-01-21 19:36:00,2026-01-22 01:37:00,Fog,21.6,22.4,4.4,2.69,37,21.7,0,64,4,1,0.6583333333333333,0.47441860465116276,0.18798665183537264,2
FL-1719,SkyWings,SK748,LHR,JFK,2026-01-16 01:33:00,2026-01-16 08:05:00,Thunderstorm,1.2,22.8,7.5,8.15,28,8.0,0,102,2,4,0.2333333333333333,0.48372093023255813,0.7953281423804227,2
FL-1720,OceanicAir,OC774,LAX,HND,2026-01-14 14:58:00,2026-01-14 20:53:00,Overcast,24.2,39.4,8.8,8.06,3,15.9,1,49,5,0,0.7125,0.8697674418604651,0.7853170189098999,2
FL-1721,SkyWings,SK408,DXB,HND,2026-01-08 21:33:00,2026-01-09 02:06:00,Clear,13.1,25.2,2.8,2.53,31,20.8,0,39,2,5,0.48125,0.5395348837209302,0.17018909899888762,1
FL-1722,NimbusAero,NI129,ORD,CDG,2026-01-18 16:52:00,2026-01-18 20:00:00,Overcast,24.5,30.6,9.5,7.04,30,14.8,0,52,0,0,0.71875,0.6651162790697674,0.6718576195773082,2
FL-1723,NimbusAero,NI842,HND,LAX,2026-01-16 09:30:00,2026-01-16 12:09:00,Snow,26.8,27.8,6.6,4.39,5,15.9,0,57,0,3,0.7666666666666666,0.6,0.3770856507230255,2
FL-1724,NimbusAero,NI903,DXB,CDG,2026-01-11 20:53:00,2026-01-11 23:32:00,Rain,-4.4,5.8,1.3,7.67,1,20.7,0,25,0,6,0.11666666666666665,0.08837209302325581,0.7419354838709677,1
FL-1725,JetExpress,JE230,LHR,HND,2026-01-27 12:08:00,2026-01-27 12:53:00,Rain,-7.0,25.0,8.5,9.82,17,7.4,0,52,4,6,0.0625,0.5348837209302325,0.9810901001112348,2
FL-1726,NimbusAero,NI915,ORD,FRA,2026-01-28 15:07:00,2026-01-28 20:54:00,Overcast,-4.9,2.4,8.6,3.84,6,18.0,0,20,0,0,0.10625,0.009302325581395347,0.31590656284760843,1
FL-1727,NimbusAero,NI566,ORD,LHR,2026-01-07 21:19:00,2026-01-08 03:44:00,High Winds,28.5,32.2,6.2,3.78,25,21.8,1,89,0,2,0.8020833333333334,0.702325581395349,0.30923248053392655,2
FL-1728,NimbusAero,NI687,HND,ATL,2026-01-23 18:41:00,2026-01-23 21:55:00,Fog,36.4,4.5,8.2,2.37,2,15.9,0,66,0,1,0.9666666666666667,0.05813953488372093,0.1523915461624027,2
FL-1729,AeroGlobal,AE817,JFK,ATL,2026-01-23 10:29:00,2026-01-23 17:26:00,Thunderstorm,4.4,37.0,9.2,2.43,21,1.0,0,60,1,4,0.3,0.813953488372093,0.15906562847608455,2
FL-1730,OceanicAir,OC794,HND,LHR,2026-01-19 01:28:00,2026-01-19 05:33:00,Clear,15.3,14.2,7.1,2.76,2,18.9,0,0,5,5,0.5270833333333333,0.2837209302325581,0.1957730812013348,0
FL-1731,TransFlight,TR986,JFK,LHR,2026-01-22 01:44:00,2026-01-22 08:04:00,Overcast,17.7,21.0,5.1,9.07,2,5.0,0,37,3,0,0.5770833333333333,0.4418604651162791,0.8976640711902114,1
FL-1732,AeroGlobal,AE852,JFK,CDG,2026-01-27 10:47:00,2026-01-27 12:24:00,Fog,27.7,38.9,4.1,9.84,6,15.1,1,81,1,1,0.7854166666666668,0.8581395348837209,0.9833147942157953,2
FL-1733,JetExpress,JE585,ORD,JFK,2026-01-06 14:10:00,2026-01-06 19:18:00,Fog,6.2,20.7,1.9,7.5,8,5.8,0,51,4,1,0.33749999999999997,0.43488372093023253,0.7230255839822024,2
FL-1734,OceanicAir,OC600,DFW,ORD,2026-01-30 23:01:00,2026-01-31 02:58:00,High Winds,23.2,36.2,6.8,8.0,5,19.1,0,28,5,2,0.6916666666666668,0.7953488372093024,0.778642936596218,1
FL-1735,NimbusAero,NI555,LHR,JFK,2026-01-06 17:04:00,2026-01-06 18:48:00,Clear,-4.1,29.6,9.1,3.02,1,13.1,0,14,0,5,0.12291666666666667,0.6418604651162791,0.22469410456062291,0
FL-1736,OceanicAir,OC380,LAX,ATL,2026-01-18 17:23:00,2026-01-18 22:15:00,Fog,23.7,14.8,1.7,3.93,15,15.8,0,54,5,1,0.7020833333333334,0.29767441860465116,0.3259176863181313,2
FL-1737,OceanicAir,OC932,JFK,HND,2026-01-26 13:21:00,2026-01-26 18:40:00,High Winds,29.0,23.0,5.4,6.26,15,15.8,0,41,5,2,0.8125,0.4883720930232558,0.5850945494994438,1
FL-1738,AeroGlobal,AE774,LAX,ATL,2026-01-28 12:22:00,2026-01-28 19:02:00,Overcast,-9.7,21.2,3.5,1.35,2,12.9,0,2,1,0,0.006250000000000015,0.44651162790697674,0.03893214682981091,0
FL-1739,SkyWings,SK675,DFW,JFK,2026-01-05 02:25:00,2026-01-05 04:13:00,Snow,4.3,43.5,2.1,9.79,79,14.7,0,111,2,3,0.29791666666666666,0.9651162790697675,0.9777530589543937,2
FL-1740,SkyWings,SK631,DFW,FRA,2026-01-21 11:58:00,2026-01-21 13:54:00,Snow,13.5,15.5,9.2,9.97,0,13.5,0,64,2,3,0.4895833333333333,0.313953488372093,0.9977753058954394,2
FL-1741,NimbusAero,NI201,JFK,DFW,2026-01-02 22:07:00,2026-01-03 00:28:00,Overcast,4.4,37.8,9.6,6.42,1,5.1,0,22,0,0,0.3,0.8325581395348837,0.6028921023359288,1
FL-1742,AeroGlobal,AE846,FRA,CDG,2026-01-04 15:13:00,2026-01-04 20:39:00,Rain,2.5,29.9,2.1,5.1,5,20.8,0,39,1,6,0.2604166666666667,0.6488372093023256,0.45606229143492766,1
FL-1743,AeroGlobal,AE648,ATL,LAX,2026-01-29 21:39:00,2026-01-30 04:39:00,Rain,37.8,32.0,2.3,4.35,0,14.6,0,23,1,6,0.9958333333333332,0.6976744186046512,0.3726362625139043,1
FL-1744,TransFlight,TR267,CDG,ORD,2026-01-15 15:32:00,2026-01-15 19:59:00,Thunderstorm,-8.8,28.0,1.2,2.12,10,2.9,0,44,3,4,0.024999999999999984,0.6046511627906976,0.12458286985539489,1
FL-1745,SkyWings,SK437,LAX,CDG,2026-01-16 10:17:00,2026-01-16 13:21:00,Overcast,31.7,11.7,0.6,4.39,14,21.3,0,35,2,0,0.86875,0.2255813953488372,0.3770856507230255,1
FL-1746,SkyWings,SK279,DXB,DFW,2026-01-28 01:09:00,2026-01-28 06:04:00,Clear,15.4,32.1,8.7,5.96,11,13.6,0,17,2,5,0.5291666666666667,0.7000000000000001,0.5517241379310345,1
FL-1747,AeroGlobal,AE425,CDG,ORD,2026-01-16 23:01:00,2026-01-17 05:33:00,High Winds,15.5,27.6,8.6,5.29,32,3.2,0,57,1,2,0.53125,0.5953488372093023,0.4771968854282536,2
FL-1748,TransFlight,TR830,ORD,ATL,2026-01-07 17:50:00,2026-01-07 21:48:00,Snow,25.3,4.3,7.4,9.77,8,15.7,1,91,3,3,0.7354166666666666,0.053488372093023255,0.9755283648498331,2
FL-1749,NimbusAero,NI568,ORD,DXB,2026-01-17 08:39:00,2026-01-17 13:23:00,Snow,3.8,43.0,5.4,7.47,8,20.4,1,77,0,3,0.28750000000000003,0.9534883720930233,0.7196885428253614,2
FL-1750,SkyWings,SK412,CDG,LHR,2026-01-05 08:27:00,2026-01-05 14:36:00,Clear,-6.3,12.3,1.4,6.18,26,2.3,0,46,2,5,0.07708333333333334,0.23953488372093024,0.5761957730812013,2
FL-1751,OceanicAir,OC927,JFK,HND,2026-01-24 09:37:00,2026-01-24 16:36:00,Overcast,13.0,24.1,10.0,8.99,0,15.5,0,42,5,0,0.4791666666666667,0.5139534883720931,0.8887652947719689,1
FL-1752,NimbusAero,NI107,CDG,FRA,2026-01-16 22:53:00,2026-01-17 01:43:00,Fog,21.7,41.6,10.0,9.5,8,15.2,1,78,0,1,0.6604166666666667,0.9209302325581395,0.9454949944382647,2
FL-1753,AeroGlobal,AE790,DXB,ATL,2026-01-09 04:56:00,2026-01-09 06:19:00,Rain,30.3,24.1,9.5,4.8,4,8.7,0,30,1,6,0.8395833333333332,0.5139534883720931,0.42269187986651835,1
FL-1754,SkyWings,SK446,ATL,FRA,2026-01-06 14:44:00,2026-01-06 17:57:00,Rain,13.2,13.4,0.5,6.68,21,9.0,0,52,2,6,0.48333333333333334,0.2651162790697674,0.6318131256952169,2
FL-1755,NimbusAero,NI627,JFK,DXB,2026-01-29 08:44:00,2026-01-29 13:38:00,Clear,7.1,28.5,3.6,4.19,3,0.6,0,5,0,5,0.35625,0.6162790697674418,0.3548387096774194,0
FL-1756,AeroGlobal,AE511,LHR,JFK,2026-01-05 20:41:00,2026-01-06 01:06:00,Thunderstorm,-0.5,24.8,9.0,4.7,0,20.1,1,79,1,4,0.19791666666666666,0.5302325581395348,0.41156840934371525,2
FL-1757,JetExpress,JE331,HND,CDG,2026-01-18 06:50:00,2026-01-18 10:08:00,Rain,10.6,9.8,8.2,1.98,11,9.9,0,28,4,6,0.4291666666666667,0.1813953488372093,0.10901001112347052,1
FL-1758,AeroGlobal,AE243,LHR,HND,2026-01-01 12:20:00,2026-01-01 16:08:00,High Winds,24.0,6.8,3.2,2.2,9,9.6,0,28,1,2,0.7083333333333334,0.11162790697674418,0.1334816462736374,1
FL-1759,SkyWings,SK264,ATL,DXB,2026-01-13 08:19:00,2026-01-13 10:04:00,Thunderstorm,13.5,23.3,7.0,2.15,5,16.6,0,52,2,4,0.4895833333333333,0.49534883720930234,0.1279199110122358,2
FL-1760,NimbusAero,NI859,CDG,ORD,2026-01-06 05:51:00,2026-01-06 07:31:00,High Winds,-9.0,8.7,5.3,7.91,20,5.6,0,50,0,2,0.020833333333333332,0.15581395348837207,0.7686318131256952,2
FL-1761,JetExpress,JE539,FRA,JFK,2026-01-21 00:24:00,2026-01-21 05:14:00,Rain,3.5,5.6,4.6,6.56,7,16.2,1,53,4,6,0.28125,0.08372093023255812,0.6184649610678531,2
FL-1762,SkyWings,SK984,DFW,ATL,2026-01-20 18:45:00,2026-01-20 21:11:00,Thunderstorm,23.9,36.8,7.2,5.52,9,4.4,0,86,2,4,0.7062499999999999,0.8093023255813953,0.5027808676307007,2
FL-1763,TransFlight,TR744,ORD,DFW,2026-01-06 17:34:00,2026-01-06 19:26:00,Thunderstorm,-8.2,44.6,9.3,4.84,46,13.8,0,81,3,4,0.03750000000000001,0.9906976744186047,0.42714126807563957,2
FL-1764,SkyWings,SK489,CDG,FRA,2026-01-15 04:43:00,2026-01-15 11:26:00,Fog,37.0,11.5,4.5,1.55,23,9.7,0,49,2,1,0.9791666666666666,0.22093023255813954,0.061179087875417135,2
FL-1765,SkyWings,SK375,LHR,DFW,2026-01-17 05:24:00,2026-01-17 12:13:00,Thunderstorm,1.9,40.5,2.2,1.0,8,14.7,0,37,2,4,0.24791666666666667,0.8953488372093024,0.0,1
FL-1766,JetExpress,JE583,DFW,LAX,2026-01-20 20:39:00,2026-01-20 22:58:00,Rain,35.5,17.6,3.4,1.87,4,0.8,0,20,4,6,0.9479166666666666,0.3627906976744186,0.09677419354838711,1
FL-1767,AeroGlobal,AE439,LHR,CDG,2026-01-28 01:14:00,2026-01-28 06:29:00,Snow,7.8,30.0,2.5,4.46,15,19.6,1,94,1,3,0.37083333333333335,0.6511627906976745,0.38487208008898777,2
FL-1768,SkyWings,SK142,FRA,ATL,2026-01-10 00:43:00,2026-01-10 07:28:00,Thunderstorm,34.4,5.2,5.7,4.09,16,16.1,0,64,2,4,0.9249999999999999,0.07441860465116279,0.3437152391546162,2
FL-1769,NimbusAero,NI257,JFK,ATL,2026-01-09 23:23:00,2026-01-10 03:42:00,Snow,24.2,40.3,7.7,8.61,14,12.5,0,78,0,3,0.7125,0.8906976744186046,0.846496106785317,2
FL-1770,JetExpress,JE559,LAX,HND,2026-01-04 07:57:00,2026-01-04 12:49:00,Thunderstorm,15.1,43.0,8.0,2.5,1,6.4,0,55,4,4,0.5229166666666667,0.9534883720930233,0.1668520578420467,2
FL-1771,JetExpress,JE146,FRA,JFK,2026-01-09 21:44:00,2026-01-10 01:52:00,Thunderstorm,22.9,39.4,9.7,2.49,20,16.6,0,74,4,4,0.6854166666666667,0.8697674418604651,0.16573971078976643,2
FL-1772,OceanicAir,OC721,DFW,ATL,2026-01-09 15:02:00,2026-01-09 15:48:00,Overcast,17.5,27.5,0.6,9.36,10,11.5,0,39,5,0,0.5729166666666666,0.5930232558139535,0.9299221357063403,1
FL-1773,NimbusAero,NI637,DFW,LHR,2026-01-11 06:39:00,2026-01-11 09:55:00,Fog,2.9,7.1,2.6,5.8,1,6.8,0,49,0,1,0.26875,0.11860465116279069,0.5339265850945495,2
FL-1774,JetExpress,JE236,DFW,JFK,2026-01-30 11:41:00,2026-01-30 14:33:00,High Winds,0.1,7.0,6.7,6.69,18,21.4,0,64,4,2,0.21041666666666667,0.11627906976744186,0.6329254727474972,2
FL-1775,TransFlight,TR370,ORD,HND,2026-01-29 01:54:00,2026-01-29 05:09:00,Rain,37.3,28.9,0.6,4.2,5,16.2,0,41,3,6,0.9854166666666666,0.6255813953488372,0.3559510567296997,1
FL-1776,SkyWings,SK650,FRA,LAX,2026-01-18 15:13:00,2026-01-18 21:32:00,Rain,31.8,29.3,5.7,8.35,6,5.2,0,50,2,6,0.8708333333333332,0.6348837209302326,0.8175750834260289,2
FL-1777,TransFlight,TR744,CDG,ORD,2026-01-21 13:12:00,2026-01-21 15:55:00,Fog,24.9,17.9,9.1,1.84,3,4.4,0,40,3,1,0.7270833333333333,0.36976744186046506,0.09343715239154617,1
FL-1778,AeroGlobal,AE293,FRA,HND,2026-01-09 11:03:00,2026-01-09 17:19:00,Rain,-9.0,9.0,2.2,4.55,2,13.6,0,29,1,6,0.020833333333333332,0.16279069767441862,0.39488320355951056,1
FL-1779,SkyWings,SK536,ATL,DXB,2026-01-30 14:38:00,2026-01-30 18:49:00,Clear,24.8,7.9,7.6,1.11,21,2.6,0,9,2,5,0.725,0.1372093023255814,0.012235817575083437,0
FL-1780,SkyWings,SK946,JFK,LAX,2026-01-07 06:22:00,2026-01-07 09:14:00,High Winds,-6.0,8.1,6.5,1.12,4,21.3,0,35,2,2,0.08333333333333333,0.14186046511627906,0.013348164627363749,1
FL-1781,NimbusAero,NI937,LHR,LAX,2026-01-10 10:59:00,2026-01-10 12:55:00,Thunderstorm,26.5,40.4,8.2,3.77,7,10.8,0,69,0,4,0.7604166666666666,0.8930232558139535,0.30812013348164624,2
FL-1782,TransFlight,TR808,DFW,FRA,2026-01-06 20:25:00,2026-01-06 21:20:00,High Winds,-7.9,25.4,1.5,8.98,3,9.4,0,57,3,2,0.04374999999999999,0.5441860465116278,0.8876529477196886,2
FL-1783,AeroGlobal,AE124,ATL,HND,2026-01-18 18:56:00,2026-01-18 20:56:00,Rain,21.5,11.7,8.9,4.46,22,19.5,0,29,1,6,0.65625,0.2255813953488372,0.38487208008898777,1
FL-1784,AeroGlobal,AE212,ATL,LAX,2026-01-14 01:48:00,2026-01-14 05:35:00,Clear,19.6,7.1,9.3,9.28,15,19.8,0,36,1,5,0.6166666666666667,0.11860465116279069,0.9210233592880978,1
FL-1785,TransFlight,TR442,FRA,ORD,2026-01-20 14:28:00,2026-01-20 16:29:00,Fog,23.0,28.9,3.2,8.88,51,6.3,0,87,3,1,0.6875,0.6255813953488372,0.8765294771968855,2
FL-1786,JetExpress,JE371,LAX,JFK,2026-01-08 00:21:00,2026-01-08 06:41:00,Overcast,5.4,18.8,7.4,8.07,24,10.8,0,59,4,0,0.32083333333333336,0.39069767441860465,0.7864293659621802,2
FL-1787,TransFlight,TR537,DFW,ORD,2026-01-05 08:47:00,2026-01-05 12:17:00,Overcast,-1.3,18.6,3.5,4.81,20,15.4,0,50,3,0,0.18125,0.386046511627907,0.4238042269187986,2
FL-1788,JetExpress,JE241,ATL,HND,2026-01-20 07:17:00,2026-01-20 12:43:00,Thunderstorm,15.9,23.2,5.6,3.07,25,2.3,0,68,4,4,0.5395833333333333,0.49302325581395345,0.23025583982202444,2
FL-1789,TransFlight,TR691,ATL,LAX,2026-01-11 22:53:00,2026-01-12 02:43:00,Clear,-0.2,38.6,3.9,5.27,6,3.4,0,26,3,5,0.2041666666666667,0.8511627906976744,0.47497219132369295,1
FL-1790,JetExpress,JE469,ORD,LHR,2026-01-22 04:52:00,2026-01-22 06:50:00,High Winds,31.0,43.8,9.2,3.18,39,18.3,1,72,4,2,0.8541666666666666,0.9720930232558139,0.2424916573971079,2
FL-1791,NimbusAero,NI820,ORD,HND,2026-01-02 10:46:00,2026-01-02 17:27:00,Thunderstorm,7.8,32.2,6.8,1.66,8,18.5,0,30,0,4,0.37083333333333335,0.702325581395349,0.07341490545050054,1
FL-1792,JetExpress,JE244,LAX,DFW,2026-01-04 18:10:00,2026-01-04 19:01:00,Snow,29.9,19.9,7.8,5.23,8,3.5,0,64,4,3,0.8312499999999999,0.41627906976744183,0.4705228031145718,2
FL-1793,JetExpress,JE581,CDG,LHR,2026-01-21 10:56:00,2026-01-21 17:11:00,Fog,-9.4,6.8,1.1,6.78,4,13.5,0,48,4,1,0.012499999999999992,0.11162790697674418,0.64293659621802,2
FL-1794,AeroGlobal,AE111,CDG,HND,2026-01-21 22:12:00,2026-01-22 03:40:00,Fog,29.8,41.5,5.3,7.38,1,9.6,0,48,1,1,0.8291666666666666,0.9186046511627907,0.7096774193548386,2
FL-1795,SkyWings,SK634,CDG,ORD,2026-01-10 21:24:00,2026-01-11 01:34:00,Snow,-7.3,18.9,8.3,9.78,15,13.5,0,68,2,3,0.05625,0.3930232558139535,0.9766407119021133,2
FL-1796,NimbusAero,NI579,HND,LHR,2026-01-30 22:55:00,2026-01-31 05:08:00,Thunderstorm,29.7,9.1,8.1,6.82,5,4.7,0,64,0,4,0.8270833333333334,0.16511627906976745,0.6473859844271412,2
FL-1797,SkyWings,SK471,FRA,LHR,2026-01-02 12:38:00,2026-01-02 15:25:00,Rain,-2.2,6.6,2.5,1.1,28,20.1,1,53,2,6,0.1625,0.10697674418604651,0.011123470522803124,2
FL-1798,SkyWings,SK346,DFW,LAX,2026-01-27 04:43:00,2026-01-27 10:17:00,Clear,17.1,36.0,0.9,3.83,37,20.8,1,64,2,5,0.5645833333333333,0.7906976744186046,0.3147942157953281,2
FL-1799,JetExpress,JE507,DXB,ATL,2026-01-15 13:29:00,2026-01-15 17:34:00,Fog,7.1,7.6,6.9,3.98,9,19.8,0,36,4,1,0.35625,0.13023255813953488,0.3314794215795328,1
FL-1800,AeroGlobal,AE124,FRA,CDG,2026-01-22 22:57:00,2026-01-23 04:42:00,High Winds,30.9,14.5,1.9,5.17,27,19.5,1,97,1,2,0.8520833333333333,0.29069767441860467,0.46384872080088985,2
FL-1801,AeroGlobal,AE926,ORD,ATL,2026-01-24 01:54:00,2026-01-24 07:03:00,Fog,19.2,24.5,7.8,5.03,16,3.3,0,56,1,1,0.6083333333333333,0.5232558139534884,0.4482758620689655,2
FL-1802,TransFlight,TR976,CDG,JFK,2026-01-18 21:23:00,2026-01-19 00:10:00,Overcast,37.9,28.1,9.6,6.1,2,21.9,1,48,3,0,0.9979166666666667,0.6069767441860465,0.5672969966629587,2
FL-1803,JetExpress,JE660,LAX,DXB,2026-01-05 12:47:00,2026-01-05 17:24:00,Rain,-1.9,14.7,1.1,6.19,41,8.1,0,55,4,6,0.16874999999999998,0.29534883720930233,0.5773081201334817,2
FL-1804,NimbusAero,NI890,HND,DFW,2026-01-22 18:55:00,2026-01-22 21:51:00,High Winds,32.1,30.0,1.8,2.12,0,12.7,0,28,0,2,0.8770833333333333,0.6511627906976745,0.12458286985539489,1
FL-1805,JetExpress,JE510,CDG,ORD,2026-01-21 07:30:00,2026-01-21 11:22:00,Snow,30.6,42.9,4.0,7.14,19,11.4,0,66,4,3,0.8458333333333333,0.9511627906976744,0.6829810901001112,2
FL-1806,NimbusAero,NI143,FRA,JFK,2026-01-12 09:24:00,2026-01-12 16:07:00,High Winds,16.9,8.6,1.5,4.38,25,12.8,0,67,0,2,0.5604166666666667,0.15348837209302324,0.3759733036707453,2
FL-1807,AeroGlobal,AE497,HND,LAX,2026-01-17 03:07:00,2026-01-17 07:50:00,Thunderstorm,20.8,40.7,4.9,1.77,27,16.2,0,64,1,4,0.6416666666666667,0.9,0.08565072302558398,2
FL-1808,OceanicAir,OC304,CDG,LHR,2026-01-04 04:25:00,2026-01-04 07:52:00,Rain,37.8,22.9,7.2,5.29,19,6.5,0,62,5,6,0.9958333333333332,0.48604651162790696,0.4771968854282536,2
FL-1809,AeroGlobal,AE581,ORD,DFW,2026-01-15 19:43:00,2026-01-16 01:18:00,Clear,37.4,35.3,1.1,8.28,10,17.5,0,46,1,5,0.9874999999999999,0.7744186046511627,0.8097886540600666,2
FL-1810,AeroGlobal,AE988,JFK,HND,2026-01-13 12:44:00,2026-01-13 15:38:00,Fog,-1.5,8.1,3.1,1.74,5,19.3,0,51,1,1,0.17708333333333334,0.14186046511627906,0.08231368186874305,2
FL-1811,AeroGlobal,AE785,DFW,ORD,2026-01-03 16:42:00,2026-01-03 18:14:00,Thunderstorm,6.4,34.4,2.1,4.14,30,9.5,0,83,1,4,0.3416666666666666,0.7534883720930232,0.34927697441601774,2
FL-1812,NimbusAero,NI902,ORD,HND,2026-01-17 09:25:00,2026-01-17 16:04:00,Snow,8.7,2.4,7.9,6.37,15,2.2,0,64,0,3,0.38958333333333334,0.009302325581395347,0.5973303670745272,2
FL-1813,TransFlight,TR248,LHR,CDG,2026-01-01 21:29:00,2026-01-01 23:31:00,Thunderstorm,34.8,23.5,3.5,8.13,9,15.0,0,77,3,4,0.9333333333333332,0.5,0.7931034482758621,2
FL-1814,NimbusAero,NI103,HND,ORD,2026-01-30 02:49:00,2026-01-30 07:24:00,Fog,36.5,6.2,2.6,9.81,0,9.5,0,68,0,1,0.96875,0.09767441860465116,0.9799777530589544,2
FL-1815,AeroGlobal,AE715,CDG,ATL,2026-01-17 02:12:00,2026-01-17 04:44:00,Overcast,36.6,26.8,0.6,8.32,72,0.8,0,67,1,0,0.9708333333333333,0.5767441860465117,0.814238042269188,2
FL-1816,TransFlight,TR938,LAX,DXB,2026-01-30 18:47:00,2026-01-30 23:25:00,Thunderstorm,9.7,17.1,5.7,5.71,1,16.9,1,90,3,4,0.41041666666666665,0.3511627906976745,0.5239154616240267,2
FL-1817,OceanicAir,OC482,ORD,FRA,2026-01-28 07:46:00,2026-01-28 09:54:00,Snow,10.9,14.3,6.8,7.12,3,14.1,0,62,5,3,0.4354166666666666,0.286046511627907,0.6807563959955506,2
FL-1818,SkyWings,SK189,LAX,ORD,2026-01-30 19:33:00,2026-01-30 20:26:00,Snow,34.8,6.5,7.6,6.61,12,12.2,0,75,2,3,0.9333333333333332,0.10465116279069768,0.6240266963292548,2
FL-1819,TransFlight,TR695,JFK,LHR,2026-01-20 09:27:00,2026-01-20 12:00:00,Overcast,27.3,25.7,1.6,8.71,3,20.9,0,50,3,0,0.7770833333333332,0.5511627906976744,0.8576195773081202,2
FL-1820,OceanicAir,OC522,CDG,JFK,2026-01-18 07:12:00,2026-01-18 09:51:00,Snow,3.6,39.8,3.0,8.55,6,17.6,0,66,5,3,0.2833333333333333,0.8790697674418604,0.8398220244716352,2
FL-1821,OceanicAir,OC133,JFK,LAX,2026-01-08 05:31:00,2026-01-08 09:27:00,High Winds,29.2,37.3,6.2,4.02,0,21.1,0,54,5,2,0.8166666666666668,0.8209302325581395,0.335928809788654,2
FL-1822,OceanicAir,OC297,FRA,CDG,2026-01-03 14:20:00,2026-01-03 20:00:00,Thunderstorm,-3.8,29.4,9.8,2.56,21,19.9,0,50,5,4,0.12916666666666668,0.6372093023255814,0.1735261401557286,2
FL-1823,SkyWings,SK827,ORD,FRA,2026-01-06 15:17:00,2026-01-06 21:25:00,Snow,27.6,38.3,6.5,3.34,2,12.4,0,46,2,3,0.7833333333333333,0.8441860465116279,0.26028921023359286,2
FL-1824,AeroGlobal,AE195,LAX,JFK,2026-01-21 03:46:00,2026-01-21 04:36:00,Fog,27.0,8.6,6.4,5.89,5,21.4,0,33,1,1,0.7708333333333334,0.15348837209302324,0.5439377085650723,1
FL-1825,NimbusAero,NI233,HND,LHR,2026-01-09 17:46:00,2026-01-09 20:33:00,Fog,33.1,14.8,5.6,3.21,19,17.3,0,31,0,1,0.8979166666666667,0.29767441860465116,0.24582869855394882,1
FL-1826,NimbusAero,NI152,DFW,LAX,2026-01-07 19:02:00,2026-01-08 01:08:00,Clear,20.6,26.9,1.5,5.13,32,13.3,0,20,0,5,0.6375000000000001,0.5790697674418605,0.4593993325917686,1
FL-1827,JetExpress,JE368,ORD,LAX,2026-01-04 18:31:00,2026-01-04 23:29:00,High Winds,7.3,38.0,4.2,5.42,7,1.0,0,60,4,2,0.36041666666666666,0.8372093023255814,0.49165739710789763,2
FL-1828,NimbusAero,NI178,ATL,HND,2026-01-18 07:52:00,2026-01-18 11:17:00,Fog,33.6,36.8,2.2,1.09,17,4.3,0,52,0,1,0.9083333333333333,0.8093023255813953,0.010011123470522812,2
FL-1829,TransFlight,TR975,JFK,ORD,2026-01-16 20:26:00,2026-01-17 00:08:00,Thunderstorm,37.8,27.8,0.5,5.7,1,6.0,0,50,3,4,0.9958333333333332,0.6,0.5228031145717464,2
FL-1830,TransFlight,TR130,DXB,JFK,2026-01-24 19:47:00,2026-01-25 00:54:00,High Winds,-2.7,39.3,1.6,2.95,13,7.5,0,65,3,2,0.15208333333333332,0.8674418604651162,0.21690767519466075,2
FL-1831,NimbusAero,NI808,ORD,LHR,2026-01-13 16:55:00,2026-01-13 21:46:00,Overcast,35.8,17.0,5.7,3.65,1,16.5,0,13,0,0,0.9541666666666666,0.3488372093023256,0.29477196885428253,0
FL-1832,OceanicAir,OC297,DFW,ORD,2026-01-10 06:08:00,2026-01-10 12:44:00,High Winds,32.6,14.1,4.2,6.25,13,17.0,0,84,5,2,0.8875000000000001,0.2813953488372093,0.5839822024471635,2
FL-1833,NimbusAero,NI599,CDG,DXB,2026-01-20 12:50:00,2026-01-20 18:40:00,Fog,3.0,15.7,1.5,4.45,13,4.8,0,65,0,1,0.2708333333333333,0.3186046511627907,0.38375973303670746,2
FL-1834,NimbusAero,NI939,LAX,DXB,2026-01-08 20:40:00,2026-01-08 21:42:00,Snow,2.1,19.6,6.2,8.9,16,20.9,0,67,0,3,0.2520833333333333,0.4093023255813954,0.8787541713014461,2
FL-1835,SkyWings,SK284,LHR,HND,2026-01-09 17:04:00,2026-01-09 20:52:00,Overcast,-6.5,30.2,4.0,8.02,26,3.1,0,55,2,0,0.07291666666666667,0.6558139534883721,0.7808676307007786,2
FL-1836,SkyWings,SK834,LHR,ATL,2026-01-22 10:18:00,2026-01-22 15:53:00,High Winds,5.4,12.0,1.1,3.55,10,5.1,0,54,2,2,0.32083333333333336,0.23255813953488372,0.28364849833147937,2
